num_venda;data_venda;data_entrega;uf;regiao;gestor;vendedor;departamento;forma_pagamento;valor_venda;status
9801;17/01/2014;23/01/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Roupas e Acessórios;Cartão de Débito;102.07;Concluída
9802;17/01/2014;23/01/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Esporte e Lazer;Cartão de Crédito;3771.45;Concluída
9803;17/01/2014;23/01/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Boleto Bancário;6129.88;Concluída
9805;17/01/2014;20/01/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;7959.63;Concluída
9808;18/01/2014;21/01/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Boleto Bancário;3760.23;Concluída
9809;18/01/2014;26/01/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Transferência Eletrônica;13938.36;Concluída
9810;19/01/2014;29/01/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Débito;13623.50;Concluída
9811;19/01/2014;27/01/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Débito;238.94;Concluída
9812;19/01/2014;29/01/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;5325.96;Concluída
9813;20/01/2014;22/01/2014;AM;Norte;Elenice Mendes;Daniel Leite;Móveis e Decoração;Transferência Eletrônica;6335.42;Concluída
9814;20/01/2014;23/01/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;4421.37;Concluída
9816;21/01/2014;05/02/2014;SC;Sul;Roberta Camargo;João Lima;Utilidades Domésticas;Boleto Bancário;2061.26;Concluída
9819;21/01/2014;27/01/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Utilidades Domésticas;Cartão de Crédito;2119.03;Concluída
9820;21/01/2014;25/01/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;2044.30;Concluída
9823;22/01/2014;30/01/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;5576.63;Concluída
9824;22/01/2014;02/02/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;5682.69;Concluída
9827;22/01/2014;27/01/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Cartão de Crédito;8816.98;Cancelada
9828;22/01/2014;28/01/2014;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Cartão de Crédito;10547.28;Concluída
9831;22/01/2014;01/02/2014;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Eletrônicos;Cartão de Crédito;7936.77;Concluída
9832;22/01/2014;25/01/2014;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Transferência Eletrônica;2271.45;Concluída
9833;23/01/2014;27/01/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Cartão de Crédito;145.38;Concluída
9836;23/01/2014;27/01/2014;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Eletrônicos;Cartão de Crédito;8445.15;Concluída
9837;24/01/2014;03/02/2014;PR;Sul;Roberta Camargo;Érica Macedo;Móveis e Decoração;Transferência Eletrônica;4828.58;Concluída
9838;24/01/2014;27/01/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Crédito;3419.99;Concluída
9839;25/01/2014;30/01/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Boleto Bancário;3470.18;Concluída
9840;25/01/2014;01/02/2014;AM;Norte;Elenice Mendes;Daniel Leite;Móveis e Decoração;Cartão de Crédito;5341.35;Concluída
9843;26/01/2014;05/02/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Cartão de Crédito;3896.26;Concluída
9844;26/01/2014;30/01/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Casa e Construção;Cartão de Débito;2113.72;Concluída
9845;26/01/2014;04/02/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Cartão de Crédito;10734.05;Concluída
9846;26/01/2014;03/02/2014;AM;Norte;Elenice Mendes;Daniel Leite;Esporte e Lazer;Cartão de Débito;2774.47;Concluída
9848;26/01/2014;01/02/2014;PA;Norte;Elenice Mendes;Luíza Campos;Eletrodomésticos;Boleto Bancário;384.51;Concluída
9851;26/01/2014;08/02/2014;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Débito;14068.91;Concluída
9852;28/01/2014;07/02/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Cartão de Débito;9779.40;Concluída
9853;28/01/2014;04/02/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Cartão de Débito;533.34;Concluída
9854;28/01/2014;04/02/2014;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Crédito;14664.97;Concluída
9855;28/01/2014;30/01/2014;PA;Norte;Elenice Mendes;Luíza Campos;Móveis e Decoração;Transferência Eletrônica;4243.36;Concluída
9856;29/01/2014;06/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Utilidades Domésticas;Cartão de Crédito;407.08;Concluída
9857;30/01/2014;01/02/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Cartão de Crédito;412.89;Concluída
9858;30/01/2014;04/02/2014;AM;Norte;Elenice Mendes;Daniel Leite;Eletrodomésticos;Boleto Bancário;1721.18;Concluída
9859;31/01/2014;07/02/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;9935.74;Concluída
9860;31/01/2014;08/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Débito;2688.53;Concluída
9861;01/02/2014;05/02/2014;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Móveis e Decoração;Cartão de Débito;1558.67;Concluída
9862;01/02/2014;15/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Débito;3401.39;Concluída
9865;01/02/2014;06/02/2014;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Eletrônicos;Cartão de Débito;13177.12;Concluída
9867;02/02/2014;06/02/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Cartão de Crédito;9080.14;Cancelada
9868;02/02/2014;11/02/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Utilidades Domésticas;Boleto Bancário;1707.98;Concluída
9869;02/02/2014;11/02/2014;AM;Norte;Elenice Mendes;Daniel Leite;Esporte e Lazer;Cartão de Crédito;345.90;Concluída
9870;02/02/2014;04/02/2014;PA;Norte;Elenice Mendes;Luíza Campos;Esporte e Lazer;Cartão de Débito;1427.07;Concluída
9871;03/02/2014;12/02/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Móveis e Decoração;Cartão de Crédito;5680.72;Concluída
9872;03/02/2014;06/02/2014;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Casa e Construção;Boleto Bancário;10718.58;Concluída
9873;04/02/2014;09/02/2014;PA;Norte;Elenice Mendes;Luíza Campos;Utilidades Domésticas;Cartão de Débito;1768.24;Concluída
9874;04/02/2014;16/02/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Transferência Eletrônica;1554.91;Concluída
9877;05/02/2014;12/02/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Móveis e Decoração;Cartão de Crédito;6602.49;Concluída
9878;05/02/2014;07/02/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Boleto Bancário;3214.07;Concluída
9879;05/02/2014;12/02/2014;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Cartão de Crédito;5720.86;Concluída
9881;05/02/2014;20/02/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;12229.51;Concluída
9882;06/02/2014;15/02/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Roupas e Acessórios;Boleto Bancário;395.64;Concluída
9883;06/02/2014;16/02/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Cartão de Crédito;326.76;Concluída
9884;06/02/2014;13/02/2014;SC;Sul;Roberta Camargo;João Lima;Roupas e Acessórios;Transferência Eletrônica;95.98;Concluída
9885;07/02/2014;17/02/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;9846.37;Concluída
9886;07/02/2014;18/02/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Transferência Eletrônica;5172.16;Concluída
9889;08/02/2014;16/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Débito;124.82;Concluída
9890;08/02/2014;16/02/2014;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrônicos;Cartão de Débito;9570.40;Concluída
9891;09/02/2014;23/02/2014;AM;Norte;Elenice Mendes;Daniel Leite;Casa e Construção;Cartão de Crédito;5264.38;Concluída
9894;09/02/2014;17/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Transferência Eletrônica;2190.65;Concluída
9895;09/02/2014;19/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Débito;531.15;Concluída
9896;10/02/2014;18/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;5726.24;Concluída
9897;10/02/2014;21/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Boleto Bancário;2483.73;Cancelada
9898;10/02/2014;19/02/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;4161.67;Concluída
9900;10/02/2014;17/02/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Utilidades Domésticas;Cartão de Crédito;1053.43;Concluída
9901;11/02/2014;15/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Móveis e Decoração;Cartão de Crédito;2308.00;Concluída
9903;11/02/2014;18/02/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Cartão de Crédito;3348.39;Concluída
9904;11/02/2014;15/02/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;7909.13;Concluída
9907;11/02/2014;14/02/2014;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Eletrônicos;Cartão de Crédito;5396.12;Concluída
9908;12/02/2014;27/02/2014;RO;Norte;Elenice Mendes;Dorival da Silva;Utilidades Domésticas;Cartão de Crédito;823.01;Concluída
9909;12/02/2014;18/02/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Esporte e Lazer;Cartão de Crédito;2292.20;Concluída
9911;12/02/2014;21/02/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Transferência Eletrônica;7653.39;Concluída
9914;12/02/2014;27/02/2014;PA;Norte;Elenice Mendes;Luíza Campos;Eletrônicos;Transferência Eletrônica;2720.57;Cancelada
9915;12/02/2014;19/02/2014;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Eletrodomésticos;Cartão de Crédito;3772.78;Cancelada
9917;12/02/2014;21/02/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Esporte e Lazer;Cartão de Crédito;988.16;Concluída
9918;12/02/2014;26/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;3037.75;Concluída
9919;13/02/2014;18/02/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Boleto Bancário;2812.28;Concluída
9920;14/02/2014;20/02/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;4069.03;Concluída
9922;14/02/2014;23/02/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Cartão de Crédito;3296.89;Concluída
9924;15/02/2014;20/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;12407.48;Concluída
9925;15/02/2014;18/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Móveis e Decoração;Transferência Eletrônica;2676.04;Concluída
9926;15/02/2014;21/02/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Débito;4870.06;Concluída
9927;15/02/2014;28/02/2014;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Esporte e Lazer;Cartão de Débito;3441.87;Concluída
9928;15/02/2014;21/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Débito;10579.31;Concluída
9929;15/02/2014;17/02/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;6882.44;Concluída
9930;15/02/2014;22/02/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Crédito;1340.17;Concluída
9931;16/02/2014;27/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Boleto Bancário;2145.95;Concluída
9934;16/02/2014;25/02/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrônicos;Cartão de Débito;13261.26;Concluída
9935;16/02/2014;26/02/2014;SC;Sul;Roberta Camargo;João Lima;Utilidades Domésticas;Cartão de Crédito;903.51;Concluída
9936;17/02/2014;01/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;3538.27;Concluída
9937;17/02/2014;22/02/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Transferência Eletrônica;1678.13;Concluída
9938;17/02/2014;03/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;4367.66;Concluída
9939;18/02/2014;26/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;8286.99;Concluída
9940;18/02/2014;26/02/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Cartão de Crédito;2267.25;Concluída
9942;18/02/2014;04/03/2014;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Débito;4527.11;Concluída
9943;19/02/2014;27/02/2014;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Móveis e Decoração;Cartão de Débito;4246.21;Cancelada
9944;19/02/2014;02/03/2014;SC;Sul;Roberta Camargo;João Lima;Eletrodomésticos;Boleto Bancário;1979.14;Concluída
9945;19/02/2014;21/02/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Cartão de Débito;6489.78;Concluída
9946;19/02/2014;22/02/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;5879.97;Concluída
9949;19/02/2014;01/03/2014;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Cartão de Débito;10613.35;Concluída
9950;19/02/2014;25/02/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Cartão de Débito;7852.34;Concluída
9951;20/02/2014;07/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Transferência Eletrônica;2277.82;Concluída
9952;20/02/2014;23/02/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Transferência Eletrônica;9719.41;Concluída
9953;21/02/2014;01/03/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Transferência Eletrônica;15042.74;Concluída
9954;21/02/2014;24/02/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Roupas e Acessórios;Cartão de Crédito;230.97;Concluída
9955;21/02/2014;23/02/2014;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Esporte e Lazer;Cartão de Débito;2596.92;Concluída
9956;22/02/2014;27/02/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Esporte e Lazer;Cartão de Crédito;2175.18;Concluída
9957;22/02/2014;04/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Transferência Eletrônica;3895.32;Concluída
9958;23/02/2014;27/02/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Transferência Eletrônica;9398.14;Concluída
9959;23/02/2014;09/03/2014;PI;Nordeste;Raimundo Moraes;Gerson Melo;Eletrônicos;Cartão de Débito;5274.91;Concluída
9960;24/02/2014;05/03/2014;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Cartão de Débito;5223.57;Concluída
9961;24/02/2014;04/03/2014;AM;Norte;Elenice Mendes;Daniel Leite;Roupas e Acessórios;Cartão de Crédito;167.76;Concluída
9962;24/02/2014;04/03/2014;RO;Norte;Elenice Mendes;Dorival da Silva;Móveis e Decoração;Transferência Eletrônica;6560.23;Concluída
9963;24/02/2014;02/03/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Casa e Construção;Cartão de Débito;7210.01;Concluída
9964;25/02/2014;28/02/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Boleto Bancário;9926.10;Concluída
9965;25/02/2014;04/03/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Débito;3748.15;Concluída
9966;25/02/2014;10/03/2014;SC;Sul;Roberta Camargo;João Lima;Casa e Construção;Boleto Bancário;1781.44;Concluída
9967;25/02/2014;02/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Transferência Eletrônica;1476.80;Concluída
9968;25/02/2014;02/03/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Esporte e Lazer;Cartão de Crédito;473.36;Concluída
9970;25/02/2014;11/03/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Crédito;1066.51;Concluída
9971;25/02/2014;27/02/2014;PI;Nordeste;Raimundo Moraes;Gerson Melo;Eletrônicos;Cartão de Crédito;14036.30;Concluída
9972;25/02/2014;01/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;3101.43;Concluída
9974;26/02/2014;06/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Boleto Bancário;1986.66;Concluída
9975;27/02/2014;08/03/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;6143.24;Concluída
9976;27/02/2014;04/03/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Cartão de Crédito;550.74;Concluída
9977;27/02/2014;02/03/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Cartão de Crédito;9553.84;Concluída
9978;28/02/2014;07/03/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Boleto Bancário;9995.07;Concluída
9979;28/02/2014;08/03/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Móveis e Decoração;Cartão de Débito;5396.21;Cancelada
9980;28/02/2014;14/03/2014;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Cartão de Crédito;6450.45;Concluída
9981;28/02/2014;08/03/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrodomésticos;Boleto Bancário;4270.98;Concluída
9982;28/02/2014;05/03/2014;SC;Sul;Roberta Camargo;João Lima;Roupas e Acessórios;Cartão de Crédito;549.31;Concluída
9985;01/03/2014;08/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Cartão de Crédito;212.84;Concluída
9986;01/03/2014;04/03/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Móveis e Decoração;Cartão de Débito;3957.06;Concluída
9987;01/03/2014;11/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Cartão de Crédito;3219.49;Concluída
9988;01/03/2014;03/03/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Casa e Construção;Cartão de Crédito;3894.29;Cancelada
9989;02/03/2014;06/03/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Utilidades Domésticas;Cartão de Crédito;1253.21;Concluída
9992;02/03/2014;12/03/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Cartão de Crédito;12461.73;Concluída
9995;02/03/2014;06/03/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Móveis e Decoração;Transferência Eletrônica;1075.29;Concluída
9996;03/03/2014;08/03/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrodomésticos;Cartão de Débito;3924.78;Concluída
9997;03/03/2014;06/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;7544.59;Concluída
9998;04/03/2014;15/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;9748.93;Concluída
9999;04/03/2014;07/03/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;4114.29;Concluída
10000;04/03/2014;17/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Transferência Eletrônica;4680.22;Concluída
10001;05/03/2014;12/03/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Utilidades Domésticas;Cartão de Débito;1331.88;Concluída
10002;05/03/2014;15/03/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrodomésticos;Cartão de Débito;107.81;Concluída
10003;06/03/2014;08/03/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Cartão de Crédito;363.39;Concluída
10004;06/03/2014;08/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Boleto Bancário;2959.47;Concluída
10005;07/03/2014;14/03/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Casa e Construção;Cartão de Débito;4650.46;Concluída
10006;08/03/2014;17/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Boleto Bancário;4859.70;Concluída
10009;08/03/2014;18/03/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Cartão de Débito;11316.96;Concluída
10010;08/03/2014;13/03/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Utilidades Domésticas;Cartão de Débito;1965.72;Concluída
10011;08/03/2014;10/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;15175.40;Concluída
10012;09/03/2014;13/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;5000.67;Concluída
10013;09/03/2014;12/03/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Casa e Construção;Cartão de Débito;2812.72;Concluída
10014;09/03/2014;12/03/2014;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Eletrodomésticos;Transferência Eletrônica;815.96;Cancelada
10015;09/03/2014;14/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;8975.85;Concluída
10016;09/03/2014;11/03/2014;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Transferência Eletrônica;15319.01;Concluída
10017;10/03/2014;14/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;3905.86;Concluída
10018;10/03/2014;14/03/2014;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Esporte e Lazer;Boleto Bancário;2655.75;Concluída
10019;10/03/2014;20/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Transferência Eletrônica;1176.47;Concluída
10020;10/03/2014;25/03/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Casa e Construção;Cartão de Crédito;846.84;Concluída
10021;11/03/2014;14/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Transferência Eletrônica;1768.85;Concluída
10022;11/03/2014;16/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Utilidades Domésticas;Boleto Bancário;353.47;Concluída
10025;11/03/2014;15/03/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Cartão de Débito;4212.04;Concluída
10027;11/03/2014;21/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Crédito;2569.25;Concluída
10028;11/03/2014;25/03/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Utilidades Domésticas;Cartão de Crédito;636.55;Cancelada
10029;12/03/2014;16/03/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Crédito;5831.98;Concluída
10030;12/03/2014;26/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Transferência Eletrônica;2602.25;Cancelada
10031;13/03/2014;17/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Cartão de Débito;271.59;Concluída
10032;13/03/2014;28/03/2014;RO;Norte;Elenice Mendes;Dorival da Silva;Casa e Construção;Transferência Eletrônica;1340.08;Concluída
10033;13/03/2014;21/03/2014;RO;Norte;Elenice Mendes;Dorival da Silva;Roupas e Acessórios;Transferência Eletrônica;178.96;Concluída
10034;14/03/2014;17/03/2014;TO;Norte;Elenice Mendes;Armando Cabral;Móveis e Decoração;Cartão de Crédito;5365.17;Concluída
10036;14/03/2014;23/03/2014;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Cartão de Débito;8395.45;Cancelada
10037;15/03/2014;20/03/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Cartão de Débito;1606.71;Concluída
10038;15/03/2014;23/03/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Móveis e Decoração;Cartão de Crédito;4497.92;Concluída
10039;16/03/2014;22/03/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Crédito;2397.25;Concluída
10040;16/03/2014;25/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Transferência Eletrônica;12425.73;Concluída
10041;16/03/2014;26/03/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Utilidades Domésticas;Cartão de Crédito;1703.22;Concluída
10042;17/03/2014;20/03/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;12222.07;Concluída
10045;18/03/2014;20/03/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Transferência Eletrônica;4002.78;Concluída
10046;19/03/2014;24/03/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Cartão de Débito;434.20;Concluída
10047;19/03/2014;23/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Transferência Eletrônica;8664.33;Concluída
10048;20/03/2014;29/03/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrodomésticos;Cartão de Crédito;1778.81;Concluída
10049;20/03/2014;28/03/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Cartão de Débito;4195.94;Concluída
10050;20/03/2014;30/03/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Cartão de Crédito;1825.00;Concluída
10052;20/03/2014;30/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;2177.99;Concluída
